OBJECTID,Join_Count,TARGET_FID,JOIN_FID,FID_LandCover_Elicott,Id,gridcode,FID_soils,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,HydroSG,CN,Land_Cover,Acres,Percent_Area,compositeCN,Id_1,gridcode_1,Shape_Length_1,Shape_Area_1,Shape_Length,Shape_Area
136,1,136,3,68,511793,24,146,MD027,6,GgB,792989,B,,"Developed, High Intensity",0.0415123,0.0000175,,3,5,1989.681620013967859,198287.644651192909805,61.947230267938863,167.994254207658230
137,1,137,3,69,511794,23,15,MD027,6,MaC,793433,B,69,"Developed, Medium Intensity",0.2223948,0.0000938,0.0064698,3,5,1989.681620013967859,198287.644651192909805,120.000000003725290,900.000000055879354
138,1,138,3,70,511795,23,146,MD027,6,GgB,792989,B,69,"Developed, Medium Intensity",0.2223948,0.0000938,0.0064698,3,5,1989.681620013967859,198287.644651192909805,120.000000003725290,900.000000055879354
139,1,139,3,71,511796,23,126,MD027,6,MaC,793433,B,69,"Developed, Medium Intensity",0.2726828,0.0001150,0.0079327,3,5,1989.681620013967859,198287.644651192909805,141.786809937168698,1103.508212048497626
140,1,140,3,71,511796,23,146,MD027,6,GgB,792989,B,69,"Developed, Medium Intensity",0.2990642,0.0001261,0.0087002,3,5,1989.681620013967859,198287.644651192909805,165.884782526869117,1210.270083399052510
141,1,141,4,72,511946,22,15,MD027,6,MaC,793433,B,69,"Developed, Low Intensity",0.2223948,0.0000938,0.0064698,4,4,2334.942669772015961,158029.114002325659385,119.999999994412065,899.999999916180968
142,1,142,3,73,511947,23,15,MD027,6,MaC,793433,B,69,"Developed, Medium Intensity",0.4447897,0.0001875,0.0129395,3,5,1989.681620013967859,198287.644651192909805,179.999999990686774,1799.999999748542905
143,1,143,3,74,511948,23,146,MD027,6,GgB,792989,B,69,"Developed, Medium Intensity",0.4447897,0.0001875,0.0129395,3,5,1989.681620013967859,198287.644651192909805,180.000000000000000,1799.999999888241291
144,1,144,3,75,511949,22,15,MD027,6,MaC,793433,B,69,"Developed, Low Intensity",0.3663543,0.0001545,0.0106577,3,5,1989.681620013967859,198287.644651192909805,171.252496581407996,1482.583441496271462
145,1,145,3,75,511949,22,126,MD027,6,MaC,793433,B,69,"Developed, Low Intensity",0.4731295,0.0001995,0.0137640,3,5,1989.681620013967859,198287.644651192909805,292.658084036850994,1914.687035398183525
146,1,146,3,75,511949,22,146,MD027,6,GgB,792989,B,69,"Developed, Low Intensity",5.0036845,0.0021096,0.1455638,3,5,1989.681620013967859,198287.644651192909805,980.975224396459566,20249.193256287926488
147,1,147,3,76,511950,22,82,MD027,6,MaC,793433,B,69,"Developed, Low Intensity",0.0079337,0.0000033,0.0002308,3,5,1989.681620013967859,198287.644651192909805,32.755090853353664,32.106738223087135
148,1,148,3,76,511950,22,146,MD027,6,GgB,792989,B,69,"Developed, Low Intensity",0.0501892,0.0000212,0.0014601,3,5,1989.681620013967859,198287.644651192909805,76.485165313074091,203.108310012920725
149,1,149,5,77,512138,22,184,MD027,6,GhB,792997,B,69,"Developed, Low Intensity",1.1453799,0.0004829,0.0333206,5,3,1917.034390472651694,144369.510105487192050,293.086192388366328,4635.188162186476802
150,1,150,3,78,512139,21,15,MD027,6,MaC,793433,B,69,"Developed, Open Space",2.1505480,0.0009067,0.0625623,3,5,1989.681620013967859,198287.644651192909805,541.014524283233868,8702.958945096426760
151,1,151,3,78,512139,21,146,MD027,6,GgB,792989,B,69,"Developed, Open Space",1.1853746,0.0004998,0.0344841,3,5,1989.681620013967859,198287.644651192909805,430.738403213983531,4797.041054945481847
152,1,152,3,79,512140,22,146,MD027,6,GgB,792989,B,69,"Developed, Low Intensity",0.2199895,0.0000928,0.0063998,3,5,1989.681620013967859,198287.644651192909805,117.555039121643716,890.265824363097522
153,1,153,3,79,512140,22,181,MD027,6,UuB,816903,D,84,"Developed, Low Intensity",0.0024054,0.0000010,0.0000852,3,5,1989.681620013967859,198287.644651192909805,15.925286632836864,9.734175720721504
155,1,155,2,81,512325,22,184,MD027,6,GhB,792997,B,69,"Developed, Low Intensity",2.2415698,0.0009451,0.0652102,2,1,2184.823690626288681,218008.217427300143754,928.798968552046176,9071.311196403226859
156,1,156,5,82,512326,23,184,MD027,6,GhB,792997,B,69,"Developed, Medium Intensity",1.3911022,0.0005865,0.0404690,5,3,1917.034390472651694,144369.510105487192050,348.027806829253677,5629.590646239899797
157,1,157,5,83,512327,22,5,MD027,6,BaA,792298,D,84,"Developed, Low Intensity",0.0525790,0.0000222,0.0018621,5,3,1917.034390472651694,144369.510105487192050,61.120433452903619,212.779775774345353
158,1,158,5,83,512327,22,177,MD027,6,UaF,628165,,,"Developed, Low Intensity",0.0075994,0.0000032,,5,3,1917.034390472651694,144369.510105487192050,32.471263739613001,30.753490094770669
159,1,159,5,83,512327,22,196,MD027,6,MaC,793433,B,69,"Developed, Low Intensity",0.2501754,0.0001055,0.0072779,5,3,1917.034390472651694,144369.510105487192050,137.991999109314975,1012.423765331737400
160,1,160,5,84,512328,23,5,MD027,6,BaA,792298,D,84,"Developed, Medium Intensity",0.1903842,0.0000803,0.0067426,5,3,1917.034390472651694,144369.510105487192050,271.292116598083226,770.457384004221922
161,1,161,4,84,512328,23,111,MD027,6,GnB,793003,C,79,"Developed, Medium Intensity",0.0628090,0.0000265,0.0020920,4,4,2334.942669772015961,158029.114002325659385,92.240482826188270,254.179072788927130
162,1,162,5,84,512328,23,177,MD027,6,UaF,628165,,,"Developed, Medium Intensity",3.1074755,0.0013102,,5,3,1917.034390472651694,144369.510105487192050,679.904898362515269,12575.507709209092354
163,1,163,5,84,512328,23,196,MD027,6,MaC,793433,B,69,"Developed, Medium Intensity",0.0838451,0.0000354,0.0024392,5,3,1917.034390472651694,144369.510105487192050,94.165518705028759,339.308959381793500
164,1,164,4,85,512329,22,4,MD027,6,GmC,793002,C,79,"Developed, Low Intensity",0.0578248,0.0000244,0.0019260,4,4,2334.942669772015961,158029.114002325659385,75.848480968493902,234.008855071806124
165,1,165,4,85,512329,22,177,MD027,6,UaF,628165,,,"Developed, Low Intensity",0.6093597,0.0002569,,4,4,2334.942669772015961,158029.114002325659385,229.527263006884539,2465.991145123771275
166,1,166,3,86,512330,22,181,MD027,6,UuB,816903,D,84,"Developed, Low Intensity",0.1521871,0.0000642,0.0053898,3,5,1989.681620013967859,198287.644651192909805,113.157511520465533,615.879178039697308
167,1,167,5,87,512497,22,177,MD027,6,UaF,628165,,,"Developed, Low Intensity",0.0727684,0.0000307,,5,3,1917.034390472651694,144369.510105487192050,81.097852481448570,294.483377513109701
168,1,168,5,87,512497,22,196,MD027,6,MaC,793433,B,69,"Developed, Low Intensity",0.0233168,0.0000098,0.0006783,5,3,1917.034390472651694,144369.510105487192050,56.363063300976414,94.359732206319194
169,1,169,5,87,512497,22,220,MD027,6,GnB,793003,C,79,"Developed, Low Intensity",0.1263096,0.0000533,0.0042071,5,3,1917.034390472651694,144369.510105487192050,92.390919096716203,511.156890308510810
170,1,170,4,88,512498,23,177,MD027,6,UaF,628165,,,"Developed, Medium Intensity",0.2223948,0.0000938,,4,4,2334.942669772015961,158029.114002325659385,120.000000005587935,900.000000083819032
171,1,171,5,89,512663,41,184,MD027,6,GhB,792997,B,60,Deciduous Forest,0.1932501,0.0000815,0.0048886,5,3,1917.034390472651694,144369.510105487192050,146.873310732178822,782.055537996019211
172,1,172,5,89,512663,41,196,MD027,6,MaC,793433,B,60,Deciduous Forest,0.7164729,0.0003021,0.0181245,5,3,1917.034390472651694,144369.510105487192050,253.502704820779115,2899.463016705456539
173,1,173,5,90,512664,21,196,MD027,6,MaC,793433,B,69,"Developed, Open Space",0.1851228,0.0000781,0.0053855,5,3,1917.034390472651694,144369.510105487192050,113.004771047064523,749.165372275004415
174,1,174,5,90,512664,21,220,MD027,6,GnB,793003,C,79,"Developed, Open Space",0.0372720,0.0000157,0.0012414,5,3,1917.034390472651694,144369.510105487192050,57.100689240524034,150.834627724995556
175,1,175,3,91,512665,23,15,MD027,6,MaC,793433,B,69,"Developed, Medium Intensity",0.5703248,0.0002405,0.0165915,3,5,1989.681620013967859,198287.644651192909805,231.961657745508120,2308.022651503436009
176,1,176,3,91,512665,23,146,MD027,6,GgB,792989,B,69,"Developed, Medium Intensity",0.9721698,0.0004099,0.0282817,3,5,1989.681620013967859,198287.644651192909805,311.159754416110218,3934.231687032179707
177,1,177,3,91,512665,23,181,MD027,6,UuB,816903,D,84,"Developed, Medium Intensity",0.4175857,0.0001761,0.0147890,3,5,1989.681620013967859,198287.644651192909805,175.006147692225028,1689.909543822418755
178,1,178,3,92,512666,24,146,MD027,6,GgB,792989,B,,"Developed, High Intensity",0.4518676,0.0001905,,3,5,1989.681620013967859,198287.644651192909805,172.696545655786139,1828.643408407924198
179,1,179,3,92,512666,24,181,MD027,6,UuB,816903,D,,"Developed, High Intensity",0.6218825,0.0002622,,3,5,1989.681620013967859,198287.644651192909805,220.154143611891641,2516.669092048566199
180,1,180,3,93,512667,24,82,MD027,6,MaC,793433,B,,"Developed, High Intensity",1.0339204,0.0004359,,3,5,1989.681620013967859,198287.644651192909805,277.083281228694545,4184.127589424460893
181,1,181,3,93,512667,24,146,MD027,6,GgB,792989,B,,"Developed, High Intensity",0.8335413,0.0003514,,3,5,1989.681620013967859,198287.644651192909805,286.980438660204129,3373.222047193908111
182,1,182,9,93,512667,24,181,MD027,6,UuB,816903,D,,"Developed, High Intensity",0.7641128,0.0003222,,9,9,2438.910159608562935,136283.162657707725884,301.273112552204338,3092.254697864464106
183,1,183,5,94,512830,21,184,MD027,6,GhB,792997,B,69,"Developed, Open Space",0.1399982,0.0000590,0.0040727,5,3,1917.034390472651694,144369.510105487192050,95.771160154298855,566.552454283437100
184,1,184,5,94,512830,21,196,MD027,6,MaC,793433,B,69,"Developed, Open Space",0.2994453,0.0001263,0.0087113,5,3,1917.034390472651694,144369.510105487192050,149.414325127986615,1211.811987002760588
185,1,185,5,94,512830,21,220,MD027,6,GnB,793003,C,79,"Developed, Open Space",0.0053463,0.0000023,0.0001781,5,3,1917.034390472651694,144369.510105487192050,23.269492076691609,21.635558462345248
186,1,186,4,95,512831,22,177,MD027,6,UaF,628165,,,"Developed, Low Intensity",0.1424717,0.0000601,,4,4,2334.942669772015961,158029.114002325659385,112.521304058945219,576.562499900464900
187,1,187,9,96,512832,24,177,MD027,6,UaF,628165,,,"Developed, High Intensity",0.1804668,0.0000761,,9,9,2438.910159608562935,136283.162657707725884,110.678779625058496,730.323362461108104
188,1,188,9,96,512832,24,181,MD027,6,UuB,816903,D,,"Developed, High Intensity",0.0419280,0.0000177,,9,9,2438.910159608562935,136283.162657707725884,72.813056968808496,169.676637510952247
190,1,190,9,97,512833,23,181,MD027,6,UuB,816903,D,84,"Developed, Medium Intensity",0.3598236,0.0001517,0.0127433,9,9,2438.910159608562935,136283.162657707725884,156.322531029006228,1456.154276617643518
191,1,191,9,97,512833,23,209,MD027,6,UuB,816903,D,84,"Developed, Medium Intensity",0.1013328,0.0000427,0.0035888,9,9,2438.910159608562935,136283.162657707725884,118.452573221958644,410.079168292528266
192,1,192,9,98,512834,23,209,MD027,6,UuB,816903,D,84,"Developed, Medium Intensity",0.0828044,0.0000349,0.0029326,9,9,2438.910159608562935,136283.162657707725884,84.564631631647046,335.097544785228763
193,1,193,9,99,512835,22,209,MD027,6,UuB,816903,D,84,"Developed, Low Intensity",0.0009654,0.0000004,0.0000342,9,9,2438.910159608562935,136283.162657707725884,9.820363909937253,3.906786448649401
194,1,194,3,100,513009,22,15,MD027,6,MaC,793433,B,69,"Developed, Low Intensity",1.7804127,0.0007506,0.0517946,3,5,1989.681620013967859,198287.644651192909805,583.712410828647990,7205.074642498901994
195,1,195,3,100,513009,22,146,MD027,6,GgB,792989,B,69,"Developed, Low Intensity",0.1027065,0.0000433,0.0029879,3,5,1989.681620013967859,198287.644651192909805,97.014128421760219,415.638556162108785
196,1,196,6,100,513009,22,177,MD027,6,UaF,628165,,,"Developed, Low Intensity",0.9295663,0.0003919,,6,6,777.560328101955520,19302.231864246252371,279.768713195100645,3761.821186096348811
197,1,197,3,101,513010,23,82,MD027,6,MaC,793433,B,69,"Developed, Medium Intensity",0.2859907,0.0001206,0.0083199,3,5,1989.681620013967859,198287.644651192909805,159.636144003835710,1157.363456809544004
198,1,198,3,101,513010,23,146,MD027,6,GgB,792989,B,69,"Developed, Medium Intensity",0.8138905,0.0003431,0.0236772,3,5,1989.681620013967859,198287.644651192909805,391.721005842485113,3293.698069113498605
199,1,199,8,101,513010,23,177,MD027,6,UaF,628165,,,"Developed, Medium Intensity",0.2810470,0.0001185,,8,7,2710.557690312651630,223470.614593752601650,188.507021692911025,1137.356829760504979
200,1,200,3,101,513010,23,181,MD027,6,UuB,816903,D,84,"Developed, Medium Intensity",2.5550070,0.0010772,0.0904869,3,5,1989.681620013967859,198287.644651192909805,656.876945929240264,10339.746626453443241
201,1,201,8,102,513011,24,177,MD027,6,UaF,628165,,,"Developed, High Intensity",0.2223948,0.0000938,,8,7,2710.557690312651630,223470.614593752601650,120.000000003725290,900.000000055879354
202,1,202,5,103,513188,22,184,MD027,6,GhB,792997,B,69,"Developed, Low Intensity",1.8774829,0.0007916,0.0546185,5,3,1917.034390472651694,144369.510105487192050,424.198447760120871,7597.903456823962188
203,1,203,5,103,513188,22,196,MD027,6,MaC,793433,B,69,"Developed, Low Intensity",0.0945120,0.0000398,0.0027495,5,3,1917.034390472651694,144369.510105487192050,106.416508495107223,382.476326898154753
204,1,204,5,104,513189,41,184,MD027,6,GhB,792997,B,60,Deciduous Forest,0.1932591,0.0000815,0.0048888,5,3,1917.034390472651694,144369.510105487192050,155.178266058931456,782.091909857511155
205,1,205,5,104,513189,41,196,MD027,6,MaC,793433,B,60,Deciduous Forest,1.0484903,0.0004421,0.0265235,5,3,1917.034390472651694,144369.510105487192050,516.797931543958725,4243.089623376177769
206,1,206,5,104,513189,41,220,MD027,6,GnB,793003,C,73,Deciduous Forest,1.0243324,0.0004319,0.0315267,5,3,1917.034390472651694,144369.510105487192050,322.739284575820818,4145.326279112186967
207,1,207,4,105,513190,22,177,MD027,6,UaF,628165,,,"Developed, Low Intensity",0.7830158,0.0003301,,4,4,2334.942669772015961,158029.114002325659385,336.226741855395289,3168.752484709747023
208,1,208,5,105,513190,22,196,MD027,6,MaC,793433,B,69,"Developed, Low Intensity",0.5050786,0.0002129,0.0146934,5,3,1917.034390472651694,144369.510105487192050,253.571197763237876,2043.980402847025744
209,1,209,4,106,513191,23,177,MD027,6,UaF,628165,,,"Developed, Medium Intensity",0.6671845,0.0002813,,4,4,2334.942669772015961,158029.114002325659385,239.999999970197678,2699.999999441206455
210,1,210,4,107,513603,22,177,MD027,6,UaF,628165,,,"Developed, Low Intensity",0.5973148,0.0002518,,4,4,2334.942669772015961,158029.114002325659385,206.876797844290110,2417.247051385336817
211,1,211,5,107,513603,22,196,MD027,6,MaC,793433,B,69,"Developed, Low Intensity",0.0698698,0.0000295,0.0020326,5,3,1917.034390472651694,144369.510105487192050,117.820816911880740,282.752949054079181
212,1,212,5,108,513800,21,184,MD027,6,GhB,792997,B,69,"Developed, Open Space",0.7707342,0.0003250,0.0224217,5,3,1917.034390472651694,144369.510105487192050,255.479188610192352,3119.050556822888211
213,1,213,5,108,513800,21,196,MD027,6,MaC,793433,B,69,"Developed, Open Space",0.9137440,0.0003852,0.0265820,5,3,1917.034390472651694,144369.510105487192050,395.935590549934375,3697.790895902698139
214,1,214,5,108,513800,21,220,MD027,6,GnB,793003,C,79,"Developed, Open Space",0.2244955,0.0000947,0.0074774,5,3,1917.034390472651694,144369.510105487192050,123.302895576789822,908.500850797415069
215,1,215,3,109,513801,22,15,MD027,6,MaC,793433,B,69,"Developed, Low Intensity",0.0874074,0.0000369,0.0025428,3,5,1989.681620013967859,198287.644651192909805,87.362903574575142,353.725338287556951
216,1,216,8,109,513801,22,177,MD027,6,UaF,628165,,,"Developed, Low Intensity",4.3858528,0.0018491,,8,7,2710.557690312651630,223470.614593752601650,842.818683194598520,17748.916375350407179
217,1,217,3,109,513801,22,181,MD027,6,UuB,816903,D,84,"Developed, Low Intensity",1.4561110,0.0006139,0.0515689,3,5,1989.681620013967859,198287.644651192909805,371.406510951834207,5892.672109607883613
218,1,218,8,110,513802,22,177,MD027,6,UaF,628165,,,"Developed, Low Intensity",0.1517820,0.0000640,,8,7,2710.557690312651630,223470.614593752601650,106.267449832025733,614.239846875685657
219,1,219,8,110,513802,22,209,MD027,6,UuB,816903,D,84,"Developed, Low Intensity",0.0706129,0.0000298,0.0025008,8,7,2710.557690312651630,223470.614593752601650,83.235859215695228,285.760153152254077
220,1,220,8,111,513803,23,177,MD027,6,UaF,628165,,,"Developed, Medium Intensity",0.2153139,0.0000908,,8,7,2710.557690312651630,223470.614593752601650,124.978431714379170,871.344470737418533
221,1,221,8,111,513803,23,209,MD027,6,UuB,816903,D,84,"Developed, Medium Intensity",0.2294758,0.0000968,0.0081270,8,7,2710.557690312651630,223470.614593752601650,128.799168942176664,928.655529150822872
222,1,222,4,112,514002,21,4,MD027,6,GmC,793002,C,79,"Developed, Open Space",1.1063533,0.0004665,0.0368498,4,4,2334.942669772015961,158029.114002325659385,309.810594587943740,4477.253013260024090
223,1,223,3,112,514002,21,15,MD027,6,MaC,793433,B,69,"Developed, Open Space",1.3981884,0.0005895,0.0406752,3,5,1989.681620013967859,198287.644651192909805,516.134209486071200,5658.267737645836860
224,1,224,4,112,514002,21,83,MD027,6,MaC,793433,B,69,"Developed, Open Space",1.3867087,0.0005847,0.0403412,4,4,2334.942669772015961,158029.114002325659385,397.291687173258765,5611.811379818898786
225,1,225,6,112,514002,21,177,MD027,6,UaF,628165,,,"Developed, Open Space",9.4428129,0.0039812,,6,6,777.560328101955520,19302.231864246252371,1488.913704849525857,38213.707602288050111
226,1,226,8,113,514003,22,177,MD027,6,UaF,628165,,,"Developed, Low Intensity",0.2223948,0.0000938,,8,7,2710.557690312651630,223470.614593752601650,120.000000005587935,900.000000083819032
227,1,227,8,114,514004,23,177,MD027,6,UaF,628165,,,"Developed, Medium Intensity",0.0002671,0.0000001,,8,7,2710.557690312651630,223470.614593752601650,5.118811465301621,1.080734470796925
228,1,228,8,114,514004,23,209,MD027,6,UuB,816903,D,84,"Developed, Medium Intensity",0.2221278,0.0000937,0.0078668,8,7,2710.557690312651630,223470.614593752601650,119.155480157085762,898.919265613022162
229,1,229,9,115,514005,24,209,MD027,6,UuB,816903,D,,"Developed, High Intensity",1.4537203,0.0006129,,9,9,2438.910159608562935,136283.162657707725884,617.088923353087807,5882.997444783462925
230,1,230,8,116,514191,22,177,MD027,6,UaF,628165,,,"Developed, Low Intensity",0.2223948,0.0000938,,8,7,2710.557690312651630,223470.614593752601650,119.999999985098839,899.999999776482582
231,1,231,8,117,514192,21,177,MD027,6,UaF,628165,,,"Developed, Open Space",3.8184462,0.0016099,,8,7,2710.557690312651630,223470.614593752601650,708.548026377152837,15452.703844770108844
232,1,232,8,118,514193,22,209,MD027,6,UuB,816903,D,84,"Developed, Low Intensity",0.1424717,0.0000601,0.0050457,8,7,2710.557690312651630,223470.614593752601650,112.521304056405427,576.562499864667188
233,1,233,8,119,514194,23,177,MD027,6,UaF,628165,,,"Developed, Medium Intensity",0.6984289,0.0002945,,8,7,2710.557690312651630,223470.614593752601650,370.507883463453311,2826.441528266605474
234,1,234,8,119,514194,23,209,MD027,6,UuB,816903,D,84,"Developed, Medium Intensity",1.3958616,0.0005885,0.0494352,8,7,2710.557690312651630,223470.614593752601650,466.909054845086871,5648.851441157788940
235,1,235,9,120,514195,22,209,MD027,6,UuB,816903,D,84,"Developed, Low Intensity",0.2223948,0.0000938,0.0078762,9,9,2438.910159608562935,136283.162657707725884,119.999999990686774,899.999999860301614
236,1,236,8,121,514360,41,127,MD027,6,MaD,793434,B,60,Deciduous Forest,0.6768886,0.0002854,0.0171231,8,7,2710.557690312651630,223470.614593752601650,366.780976537096535,2739.271023930654792
237,1,237,5,121,514360,41,184,MD027,6,GhB,792997,B,60,Deciduous Forest,0.0860113,0.0000363,0.0021758,5,3,1917.034390472651694,144369.510105487192050,88.028259192420848,348.075257152495169
