OBJECTID,FID_LandCover_Elicott,Id,gridcode,FID_soils,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,HydroSG,Shape_Length,Shape_Area,CN,Land_Cover,Acres,Percent_Area,compositeCN
50,27,509950,23,146,MD027,6,GgB,792989,B,120.000000000000000,900.000000000000000,69,"Developed, Medium Intensity",0.2223948,0.0000938,0.0064698
51,28,509951,23,146,MD027,6,GgB,792989,B,76.474529464026460,158.943525314742658,69,"Developed, Medium Intensity",0.0392758,0.0000166,0.0011426
52,29,510160,22,184,MD027,6,GhB,792997,B,120.000021128932644,846.736504206149903,69,"Developed, Low Intensity",0.2092331,0.0000882,0.0060869
53,30,510161,52,5,MD027,6,BaA,792298,D,119.264674908142865,899.211267658958604,79,Shrub/Scrub,0.2221999,0.0000937,0.0074009
54,30,510161,52,184,MD027,6,GhB,792997,B,4.290522350591011,0.788732173403269,60,Shrub/Scrub,0.0001949,0.0000001,0.0000049
55,31,510162,22,48,MD027,6,GnB,793003,C,0.352955324171878,0.005796144404577,79,"Developed, Low Intensity",0.0000014,0.0000000,0.0000000
56,31,510162,22,84,MD027,6,MaC,793433,B,109.349234630652461,697.410965235218555,69,"Developed, Low Intensity",0.1723340,0.0000727,0.0050134
57,31,510162,22,177,MD027,6,UaF,628165,,76.264119249051404,202.583238536557872,,"Developed, Low Intensity",0.0500594,0.0000211,
58,32,510163,23,146,MD027,6,GgB,792989,B,112.521304067621202,576.562499970314093,69,"Developed, Medium Intensity",0.1424717,0.0000601,0.0041447
59,33,510164,22,146,MD027,6,GgB,792989,B,315.616042765463931,3690.491787945629767,69,"Developed, Low Intensity",0.9119404,0.0003845,0.0265296
60,34,510342,21,184,MD027,6,GhB,792997,B,112.494012446368799,576.342773457595285,69,"Developed, Open Space",0.1424174,0.0000600,0.0041431
61,35,510343,43,5,MD027,6,BaA,792298,D,91.375269305015308,377.249872283319689,79,Mixed Forest,0.0932205,0.0000393,0.0031049
62,35,510343,43,184,MD027,6,GhB,792997,B,104.546472620273320,522.750127772559608,60,Mixed Forest,0.1291744,0.0000545,0.0032677
63,36,510518,23,184,MD027,6,GhB,792997,B,569.303949009804342,12909.374999906794983,69,"Developed, Medium Intensity",3.1899760,0.0013449,0.0928006
64,37,510519,22,184,MD027,6,GhB,792997,B,172.643520945620224,1045.898437045434548,69,"Developed, Low Intensity",0.2584471,0.0001090,0.0075186
65,38,510520,22,124,MD027,6,MaC,793433,B,276.933986885983302,915.684550412845738,69,"Developed, Low Intensity",0.2262706,0.0000954,0.0065825
66,38,510520,22,177,MD027,6,UaF,628165,,1021.214079053574665,20468.684727017316618,,"Developed, Low Intensity",5.0579224,0.0021325,
67,39,510521,23,84,MD027,6,MaC,793433,B,83.984477109234803,329.003819119061518,69,"Developed, Medium Intensity",0.0812986,0.0000343,0.0023651
68,39,510521,23,124,MD027,6,MaC,793433,B,44.171190079313092,64.695572949067653,69,"Developed, Medium Intensity",0.0159866,0.0000067,0.0004651
69,39,510521,23,177,MD027,6,UaF,628165,,274.258679526828587,3206.300607931871127,,"Developed, Medium Intensity",0.7922941,0.0003340,
70,40,510522,22,84,MD027,6,MaC,793433,B,34.623834915974030,37.722608634705459,69,"Developed, Low Intensity",0.0093215,0.0000039,0.0002712
71,40,510522,22,177,MD027,6,UaF,628165,,115.642006850384959,862.277391002078730,,"Developed, Low Intensity",0.2130734,0.0000898,
72,41,510523,22,83,MD027,6,MaC,793433,B,71.973032691353922,174.422610799877134,69,"Developed, Low Intensity",0.0431008,0.0000182,0.0012539
73,41,510523,22,111,MD027,6,GnB,793003,C,108.505675450736646,725.577388753088030,79,"Developed, Low Intensity",0.1792941,0.0000756,0.0059718
74,42,510524,22,146,MD027,6,GgB,792989,B,303.056534711616791,2116.953116266940924,69,"Developed, Low Intensity",0.5231105,0.0002206,0.0152180
75,43,510700,52,5,MD027,6,BaA,792298,D,236.819255097837015,2348.888700399837035,79,Shrub/Scrub,0.5804231,0.0002447,0.0193324
76,43,510700,52,124,MD027,6,MaC,793433,B,65.901985412010546,85.085180310323963,60,Shrub/Scrub,0.0210250,0.0000089,0.0005319
77,43,510700,52,184,MD027,6,GhB,792997,B,260.345529821087496,2660.166743415887140,60,Shrub/Scrub,0.6573415,0.0002771,0.0166286
78,44,510701,43,5,MD027,6,BaA,792298,D,131.499308685339173,886.322052179132470,79,Mixed Forest,0.2190149,0.0000923,0.0072948
79,44,510701,43,184,MD027,6,GhB,792997,B,186.476254649958690,1813.677948882575265,60,Mixed Forest,0.4481696,0.0001890,0.0113373
80,45,510702,22,5,MD027,6,BaA,792298,D,47.041145848795139,100.039850252613107,84,"Developed, Low Intensity",0.0247204,0.0000104,0.0008755
81,45,510702,22,124,MD027,6,MaC,793433,B,79.529876426735512,295.932054793090629,69,"Developed, Low Intensity",0.0731264,0.0000308,0.0021273
82,45,510702,22,177,MD027,6,UaF,628165,,96.466469764897852,504.028095373391466,,"Developed, Low Intensity",0.1245481,0.0000525,
83,46,510703,41,84,MD027,6,MaC,793433,B,244.246972653595378,2443.540494428942111,60,Deciduous Forest,0.6038120,0.0002546,0.0152745
84,46,510703,41,111,MD027,6,GnB,793003,C,174.887735946646558,765.131328791227133,73,Deciduous Forest,0.1890681,0.0000797,0.0058191
85,46,510703,41,177,MD027,6,UaF,628165,,111.400081113184470,391.328176500433869,,Deciduous Forest,0.0966993,0.0000408,
86,47,510704,22,79,MD027,6,MaD,793434,B,397.702777671593367,8091.060554067077646,69,"Developed, Low Intensity",1.9993446,0.0008430,0.0581636
87,47,510704,22,83,MD027,6,MaC,793433,B,9.903517123937247,3.271059101856868,69,"Developed, Low Intensity",0.0008083,0.0000003,0.0000235
88,47,510704,22,84,MD027,6,MaC,793433,B,50.230254006958091,111.574142989924525,69,"Developed, Low Intensity",0.0275706,0.0000116,0.0008021
89,47,510704,22,111,MD027,6,GnB,793003,C,74.025990638794696,327.196578789933881,79,"Developed, Low Intensity",0.0808520,0.0000341,0.0026930
90,47,510704,22,146,MD027,6,GgB,792989,B,676.235143672740264,10014.622341142294317,69,"Developed, Low Intensity",2.4746671,0.0010434,0.0719913
91,48,510705,21,146,MD027,6,GgB,792989,B,32.271202196835375,17.686236993717060,69,"Developed, Open Space",0.0043704,0.0000018,0.0001271
92,49,510881,43,5,MD027,6,BaA,792298,D,113.157511520465533,615.879178039697308,79,Mixed Forest,0.1521871,0.0000642,0.0050690
93,50,510882,22,83,MD027,6,MaC,793433,B,171.620244089355481,1708.669672451566839,69,"Developed, Low Intensity",0.4222215,0.0001780,0.0122830
94,50,510882,22,111,MD027,6,GnB,793003,C,50.928855893974934,91.330328051347365,79,"Developed, Low Intensity",0.0225682,0.0000095,0.0007517
95,51,510883,22,146,MD027,6,GgB,792989,B,169.768422046524705,1228.984737447160569,69,"Developed, Low Intensity",0.3036887,0.0001280,0.0088347
96,52,511059,41,83,MD027,6,MaC,793433,B,101.065148243726327,615.738132296498179,60,Deciduous Forest,0.1521522,0.0000641,0.0038490
97,52,511059,41,111,MD027,6,GnB,793003,C,62.722606778248718,206.590321065313390,73,Deciduous Forest,0.0510496,0.0000215,0.0015712
98,52,511059,41,177,MD027,6,UaF,628165,,50.959382666331351,77.671546666128080,,Deciduous Forest,0.0191931,0.0000081,
99,53,511060,24,83,MD027,6,MaC,793433,B,172.657841803420467,1046.008300744244934,,"Developed, High Intensity",0.2584743,0.0001090,
100,54,511061,23,79,MD027,6,MaD,793434,B,280.071288471167577,3564.152423843258020,69,"Developed, Medium Intensity",0.8807213,0.0003713,0.0256213
101,54,511061,23,83,MD027,6,MaC,793433,B,492.363069710037280,7029.597854374543203,69,"Developed, Medium Intensity",1.7370515,0.0007324,0.0505331
102,54,511061,23,111,MD027,6,GnB,793003,C,69.582072595529297,261.733105592055722,79,"Developed, Medium Intensity",0.0646757,0.0000273,0.0021542
103,54,511061,23,146,MD027,6,GgB,792989,B,228.494700136160702,3204.449420662955617,69,"Developed, Medium Intensity",0.7918367,0.0003338,0.0230356
104,55,511062,21,126,MD027,6,MaC,793433,B,59.878277672795107,75.253759126253755,69,"Developed, Open Space",0.0185956,0.0000078,0.0005410
105,55,511062,21,146,MD027,6,GgB,792989,B,99.621210891137153,409.862398762586679,69,"Developed, Open Space",0.1012792,0.0000427,0.0029463
106,56,511063,23,126,MD027,6,MaC,793433,B,36.511161461462578,35.089130796575859,69,"Developed, Medium Intensity",0.0086707,0.0000037,0.0002522
107,56,511063,23,146,MD027,6,GgB,792989,B,8.530121661710416,2.940669979622320,69,"Developed, Medium Intensity",0.0007267,0.0000003,0.0000211
108,57,511246,23,4,MD027,6,GmC,793002,C,191.914751307020481,1314.678667440532308,79,"Developed, Medium Intensity",0.3248642,0.0001370,0.0108204
109,57,511246,23,15,MD027,6,MaC,793433,B,113.091681697345180,516.813221483264670,69,"Developed, Medium Intensity",0.1277073,0.0000538,0.0037152
110,57,511246,23,79,MD027,6,MaD,793434,B,120.632629101770405,671.223754819206647,69,"Developed, Medium Intensity",0.1658630,0.0000699,0.0048252
111,57,511246,23,146,MD027,6,GgB,792989,B,69.987918656020170,197.284356564332739,69,"Developed, Medium Intensity",0.0487500,0.0000206,0.0014182
112,58,511247,22,15,MD027,6,MaC,793433,B,60.256799218359028,117.377431759120952,69,"Developed, Low Intensity",0.0290046,0.0000122,0.0008438
113,58,511247,22,146,MD027,6,GgB,792989,B,98.873537482097291,498.501746392949883,69,"Developed, Low Intensity",0.1231825,0.0000519,0.0035835
114,59,511248,21,126,MD027,6,MaC,793433,B,90.536027756441797,122.744981885610542,69,"Developed, Open Space",0.0303309,0.0000128,0.0008824
115,59,511248,21,146,MD027,6,GgB,792989,B,26.522070854604348,12.500450084278063,69,"Developed, Open Space",0.0030889,0.0000013,0.0000899
116,60,511423,22,83,MD027,6,MaC,793433,B,179.999999988824129,1799.999999776482582,69,"Developed, Low Intensity",0.4447897,0.0001875,0.0129395
117,61,511424,23,83,MD027,6,MaC,793433,B,179.999999988824129,1799.999999776482582,69,"Developed, Medium Intensity",0.4447897,0.0001875,0.0129395
118,62,511425,22,4,MD027,6,GmC,793002,C,139.466051360390765,936.154271461837880,79,"Developed, Low Intensity",0.2313288,0.0000975,0.0077050
119,62,511425,22,15,MD027,6,MaC,793433,B,235.681173526940597,1497.052443101550352,69,"Developed, Low Intensity",0.3699297,0.0001560,0.0107617
120,62,511425,22,79,MD027,6,MaD,793434,B,9.325833795343838,2.707900033507932,69,"Developed, Low Intensity",0.0006691,0.0000003,0.0000195
121,62,511425,22,146,MD027,6,GgB,792989,B,214.411161673725815,1512.571713611612267,69,"Developed, Low Intensity",0.3737646,0.0001576,0.0108733
122,63,511601,22,4,MD027,6,GmC,793002,C,92.289035452696112,341.880189545813892,79,"Developed, Low Intensity",0.0844804,0.0000356,0.0028138
123,63,511601,22,83,MD027,6,MaC,793433,B,104.481096351685551,558.119810454186108,69,"Developed, Low Intensity",0.1379144,0.0000581,0.0040121
124,64,511602,23,15,MD027,6,MaC,793433,B,120.000000009313226,900.000000139698386,69,"Developed, Medium Intensity",0.2223948,0.0000938,0.0064698
125,65,511603,22,146,MD027,6,GgB,792989,B,120.000000000000000,900.000000000000000,69,"Developed, Low Intensity",0.2223948,0.0000938,0.0064698
126,66,511604,23,4,MD027,6,GmC,793002,C,187.520182873831942,2477.437801834304992,79,"Developed, Medium Intensity",0.6121882,0.0002581,0.0203904
127,66,511604,23,15,MD027,6,MaC,793433,B,581.170031499077822,6657.814777369017975,69,"Developed, Medium Intensity",1.6451819,0.0006936,0.0478605
128,66,511604,23,79,MD027,6,MaD,793434,B,8.993596200765023,3.964373623379973,69,"Developed, Medium Intensity",0.0009796,0.0000004,0.0000285
129,66,511604,23,146,MD027,6,GgB,792989,B,1741.307658314998662,29775.784122385015507,69,"Developed, Medium Intensity",7.3577566,0.0031021,0.2140469
130,67,511792,23,4,MD027,6,GmC,793002,C,71.443796975928691,218.609587063768629,79,"Developed, Medium Intensity",0.0540196,0.0000228,0.0017993
131,67,511792,23,15,MD027,6,MaC,793433,B,107.747172637301830,681.390413075929700,69,"Developed, Medium Intensity",0.1683752,0.0000710,0.0048983
132,68,511793,24,4,MD027,6,GmC,793002,C,353.247330910929747,5197.772324775944071,,"Developed, High Intensity",1.2843975,0.0005415,
133,68,511793,24,15,MD027,6,MaC,793433,B,398.397209314670135,5595.773560033858303,,"Developed, High Intensity",1.3827457,0.0005830,
134,68,511793,24,79,MD027,6,MaD,793434,B,176.815506585161557,1864.849148103058269,,"Developed, High Intensity",0.4608143,0.0001943,
135,68,511793,24,83,MD027,6,MaC,793433,B,335.790368890382808,4971.022821534405011,,"Developed, High Intensity",1.2283665,0.0005179,
136,68,511793,24,146,MD027,6,GgB,792989,B,61.947230267938863,167.994254207658230,,"Developed, High Intensity",0.0415123,0.0000175,
137,69,511794,23,15,MD027,6,MaC,793433,B,120.000000003725290,900.000000055879354,69,"Developed, Medium Intensity",0.2223948,0.0000938,0.0064698
138,70,511795,23,146,MD027,6,GgB,792989,B,120.000000003725290,900.000000055879354,69,"Developed, Medium Intensity",0.2223948,0.0000938,0.0064698
139,71,511796,23,126,MD027,6,MaC,793433,B,141.786809937168698,1103.508212048497626,69,"Developed, Medium Intensity",0.2726828,0.0001150,0.0079327
140,71,511796,23,146,MD027,6,GgB,792989,B,165.884782526869117,1210.270083399052510,69,"Developed, Medium Intensity",0.2990642,0.0001261,0.0087002
141,72,511946,22,15,MD027,6,MaC,793433,B,119.999999994412065,899.999999916180968,69,"Developed, Low Intensity",0.2223948,0.0000938,0.0064698
142,73,511947,23,15,MD027,6,MaC,793433,B,179.999999990686774,1799.999999748542905,69,"Developed, Medium Intensity",0.4447897,0.0001875,0.0129395
143,74,511948,23,146,MD027,6,GgB,792989,B,180.000000000000000,1799.999999888241291,69,"Developed, Medium Intensity",0.4447897,0.0001875,0.0129395
144,75,511949,22,15,MD027,6,MaC,793433,B,171.252496581407996,1482.583441496271462,69,"Developed, Low Intensity",0.3663543,0.0001545,0.0106577
145,75,511949,22,126,MD027,6,MaC,793433,B,292.658084036850994,1914.687035398183525,69,"Developed, Low Intensity",0.4731295,0.0001995,0.0137640
146,75,511949,22,146,MD027,6,GgB,792989,B,980.975224396459566,20249.193256287926488,69,"Developed, Low Intensity",5.0036845,0.0021096,0.1455638
147,76,511950,22,82,MD027,6,MaC,793433,B,32.755090853353664,32.106738223087135,69,"Developed, Low Intensity",0.0079337,0.0000033,0.0002308
148,76,511950,22,146,MD027,6,GgB,792989,B,76.485165313074091,203.108310012920725,69,"Developed, Low Intensity",0.0501892,0.0000212,0.0014601
149,77,512138,22,184,MD027,6,GhB,792997,B,293.086192388366328,4635.188162186476802,69,"Developed, Low Intensity",1.1453799,0.0004829,0.0333206
150,78,512139,21,15,MD027,6,MaC,793433,B,541.014524283233868,8702.958945096426760,69,"Developed, Open Space",2.1505480,0.0009067,0.0625623
151,78,512139,21,146,MD027,6,GgB,792989,B,430.738403213983531,4797.041054945481847,69,"Developed, Open Space",1.1853746,0.0004998,0.0344841
152,79,512140,22,146,MD027,6,GgB,792989,B,117.555039121643716,890.265824363097522,69,"Developed, Low Intensity",0.2199895,0.0000928,0.0063998
153,79,512140,22,181,MD027,6,UuB,816903,D,15.925286632836864,9.734175720721504,84,"Developed, Low Intensity",0.0024054,0.0000010,0.0000852
154,80,512141,23,82,MD027,6,MaC,793433,B,11.239143728293993,7.616688415828737,69,"Developed, Medium Intensity",0.0018821,0.0000008,0.0000548
155,81,512325,22,184,MD027,6,GhB,792997,B,928.798968552046176,9071.311196403226859,69,"Developed, Low Intensity",2.2415698,0.0009451,0.0652102
156,82,512326,23,184,MD027,6,GhB,792997,B,348.027806829253677,5629.590646239899797,69,"Developed, Medium Intensity",1.3911022,0.0005865,0.0404690
157,83,512327,22,5,MD027,6,BaA,792298,D,61.120433452903619,212.779775774345353,84,"Developed, Low Intensity",0.0525790,0.0000222,0.0018621
158,83,512327,22,177,MD027,6,UaF,628165,,32.471263739613001,30.753490094770669,,"Developed, Low Intensity",0.0075994,0.0000032,
159,83,512327,22,196,MD027,6,MaC,793433,B,137.991999109314975,1012.423765331737400,69,"Developed, Low Intensity",0.2501754,0.0001055,0.0072779
160,84,512328,23,5,MD027,6,BaA,792298,D,271.292116598083226,770.457384004221922,84,"Developed, Medium Intensity",0.1903842,0.0000803,0.0067426
161,84,512328,23,111,MD027,6,GnB,793003,C,92.240482826188270,254.179072788927130,79,"Developed, Medium Intensity",0.0628090,0.0000265,0.0020920
162,84,512328,23,177,MD027,6,UaF,628165,,679.904898362515269,12575.507709209092354,,"Developed, Medium Intensity",3.1074755,0.0013102,
163,84,512328,23,196,MD027,6,MaC,793433,B,94.165518705028759,339.308959381793500,69,"Developed, Medium Intensity",0.0838451,0.0000354,0.0024392
164,85,512329,22,4,MD027,6,GmC,793002,C,75.848480968493902,234.008855071806124,79,"Developed, Low Intensity",0.0578248,0.0000244,0.0019260
165,85,512329,22,177,MD027,6,UaF,628165,,229.527263006884539,2465.991145123771275,,"Developed, Low Intensity",0.6093597,0.0002569,
166,86,512330,22,181,MD027,6,UuB,816903,D,113.157511520465533,615.879178039697308,84,"Developed, Low Intensity",0.1521871,0.0000642,0.0053898
167,87,512497,22,177,MD027,6,UaF,628165,,81.097852481448570,294.483377513109701,,"Developed, Low Intensity",0.0727684,0.0000307,
168,87,512497,22,196,MD027,6,MaC,793433,B,56.363063300976414,94.359732206319194,69,"Developed, Low Intensity",0.0233168,0.0000098,0.0006783
169,87,512497,22,220,MD027,6,GnB,793003,C,92.390919096716203,511.156890308510810,79,"Developed, Low Intensity",0.1263096,0.0000533,0.0042071
170,88,512498,23,177,MD027,6,UaF,628165,,120.000000005587935,900.000000083819032,,"Developed, Medium Intensity",0.2223948,0.0000938,
171,89,512663,41,184,MD027,6,GhB,792997,B,146.873310732178822,782.055537996019211,60,Deciduous Forest,0.1932501,0.0000815,0.0048886
172,89,512663,41,196,MD027,6,MaC,793433,B,253.502704820779115,2899.463016705456539,60,Deciduous Forest,0.7164729,0.0003021,0.0181245
173,90,512664,21,196,MD027,6,MaC,793433,B,113.004771047064523,749.165372275004415,69,"Developed, Open Space",0.1851228,0.0000781,0.0053855
174,90,512664,21,220,MD027,6,GnB,793003,C,57.100689240524034,150.834627724995556,79,"Developed, Open Space",0.0372720,0.0000157,0.0012414
175,91,512665,23,15,MD027,6,MaC,793433,B,231.961657745508120,2308.022651503436009,69,"Developed, Medium Intensity",0.5703248,0.0002405,0.0165915
176,91,512665,23,146,MD027,6,GgB,792989,B,311.159754416110218,3934.231687032179707,69,"Developed, Medium Intensity",0.9721698,0.0004099,0.0282817
177,91,512665,23,181,MD027,6,UuB,816903,D,175.006147692225028,1689.909543822418755,84,"Developed, Medium Intensity",0.4175857,0.0001761,0.0147890
178,92,512666,24,146,MD027,6,GgB,792989,B,172.696545655786139,1828.643408407924198,,"Developed, High Intensity",0.4518676,0.0001905,
179,92,512666,24,181,MD027,6,UuB,816903,D,220.154143611891641,2516.669092048566199,,"Developed, High Intensity",0.6218825,0.0002622,
180,93,512667,24,82,MD027,6,MaC,793433,B,277.083281228694545,4184.127589424460893,,"Developed, High Intensity",1.0339204,0.0004359,
181,93,512667,24,146,MD027,6,GgB,792989,B,286.980438660204129,3373.222047193908111,,"Developed, High Intensity",0.8335413,0.0003514,
182,93,512667,24,181,MD027,6,UuB,816903,D,301.273112552204338,3092.254697864464106,,"Developed, High Intensity",0.7641128,0.0003222,
183,94,512830,21,184,MD027,6,GhB,792997,B,95.771160154298855,566.552454283437100,69,"Developed, Open Space",0.1399982,0.0000590,0.0040727
184,94,512830,21,196,MD027,6,MaC,793433,B,149.414325127986615,1211.811987002760588,69,"Developed, Open Space",0.2994453,0.0001263,0.0087113
185,94,512830,21,220,MD027,6,GnB,793003,C,23.269492076691609,21.635558462345248,79,"Developed, Open Space",0.0053463,0.0000023,0.0001781
186,95,512831,22,177,MD027,6,UaF,628165,,112.521304058945219,576.562499900464900,,"Developed, Low Intensity",0.1424717,0.0000601,
187,96,512832,24,177,MD027,6,UaF,628165,,110.678779625058496,730.323362461108104,,"Developed, High Intensity",0.1804668,0.0000761,
188,96,512832,24,181,MD027,6,UuB,816903,D,72.813056968808496,169.676637510952247,,"Developed, High Intensity",0.0419280,0.0000177,
189,97,512833,23,177,MD027,6,UaF,628165,,262.476755228714239,1294.107722511862903,,"Developed, Medium Intensity",0.3197810,0.0001348,
190,97,512833,23,181,MD027,6,UuB,816903,D,156.322531029006228,1456.154276617643518,84,"Developed, Medium Intensity",0.3598236,0.0001517,0.0127433
191,97,512833,23,209,MD027,6,UuB,816903,D,118.452573221958644,410.079168292528266,84,"Developed, Medium Intensity",0.1013328,0.0000427,0.0035888
192,98,512834,23,209,MD027,6,UuB,816903,D,84.564631631647046,335.097544785228763,84,"Developed, Medium Intensity",0.0828044,0.0000349,0.0029326
193,99,512835,22,209,MD027,6,UuB,816903,D,9.820363909937253,3.906786448649401,84,"Developed, Low Intensity",0.0009654,0.0000004,0.0000342
194,100,513009,22,15,MD027,6,MaC,793433,B,583.712410828647990,7205.074642498901994,69,"Developed, Low Intensity",1.7804127,0.0007506,0.0517946
195,100,513009,22,146,MD027,6,GgB,792989,B,97.014128421760219,415.638556162108785,69,"Developed, Low Intensity",0.1027065,0.0000433,0.0029879
196,100,513009,22,177,MD027,6,UaF,628165,,279.768713195100645,3761.821186096348811,,"Developed, Low Intensity",0.9295663,0.0003919,
197,101,513010,23,82,MD027,6,MaC,793433,B,159.636144003835710,1157.363456809544004,69,"Developed, Medium Intensity",0.2859907,0.0001206,0.0083199
198,101,513010,23,146,MD027,6,GgB,792989,B,391.721005842485113,3293.698069113498605,69,"Developed, Medium Intensity",0.8138905,0.0003431,0.0236772
199,101,513010,23,177,MD027,6,UaF,628165,,188.507021692911025,1137.356829760504979,,"Developed, Medium Intensity",0.2810470,0.0001185,
200,101,513010,23,181,MD027,6,UuB,816903,D,656.876945929240264,10339.746626453443241,84,"Developed, Medium Intensity",2.5550070,0.0010772,0.0904869
201,102,513011,24,177,MD027,6,UaF,628165,,120.000000003725290,900.000000055879354,,"Developed, High Intensity",0.2223948,0.0000938,
202,103,513188,22,184,MD027,6,GhB,792997,B,424.198447760120871,7597.903456823962188,69,"Developed, Low Intensity",1.8774829,0.0007916,0.0546185
203,103,513188,22,196,MD027,6,MaC,793433,B,106.416508495107223,382.476326898154753,69,"Developed, Low Intensity",0.0945120,0.0000398,0.0027495
204,104,513189,41,184,MD027,6,GhB,792997,B,155.178266058931456,782.091909857511155,60,Deciduous Forest,0.1932591,0.0000815,0.0048888
205,104,513189,41,196,MD027,6,MaC,793433,B,516.797931543958725,4243.089623376177769,60,Deciduous Forest,1.0484903,0.0004421,0.0265235
206,104,513189,41,220,MD027,6,GnB,793003,C,322.739284575820818,4145.326279112186967,73,Deciduous Forest,1.0243324,0.0004319,0.0315267
207,105,513190,22,177,MD027,6,UaF,628165,,336.226741855395289,3168.752484709747023,,"Developed, Low Intensity",0.7830158,0.0003301,
208,105,513190,22,196,MD027,6,MaC,793433,B,253.571197763237876,2043.980402847025744,69,"Developed, Low Intensity",0.5050786,0.0002129,0.0146934
209,106,513191,23,177,MD027,6,UaF,628165,,239.999999970197678,2699.999999441206455,,"Developed, Medium Intensity",0.6671845,0.0002813,
210,107,513603,22,177,MD027,6,UaF,628165,,206.876797844290110,2417.247051385336817,,"Developed, Low Intensity",0.5973148,0.0002518,
211,107,513603,22,196,MD027,6,MaC,793433,B,117.820816911880740,282.752949054079181,69,"Developed, Low Intensity",0.0698698,0.0000295,0.0020326
212,108,513800,21,184,MD027,6,GhB,792997,B,255.479188610192352,3119.050556822888211,69,"Developed, Open Space",0.7707342,0.0003250,0.0224217
213,108,513800,21,196,MD027,6,MaC,793433,B,395.935590549934375,3697.790895902698139,69,"Developed, Open Space",0.9137440,0.0003852,0.0265820
214,108,513800,21,220,MD027,6,GnB,793003,C,123.302895576789822,908.500850797415069,79,"Developed, Open Space",0.2244955,0.0000947,0.0074774
215,109,513801,22,15,MD027,6,MaC,793433,B,87.362903574575142,353.725338287556951,69,"Developed, Low Intensity",0.0874074,0.0000369,0.0025428
216,109,513801,22,177,MD027,6,UaF,628165,,842.818683194598520,17748.916375350407179,,"Developed, Low Intensity",4.3858528,0.0018491,
217,109,513801,22,181,MD027,6,UuB,816903,D,371.406510951834207,5892.672109607883613,84,"Developed, Low Intensity",1.4561110,0.0006139,0.0515689
218,110,513802,22,177,MD027,6,UaF,628165,,106.267449832025733,614.239846875685657,,"Developed, Low Intensity",0.1517820,0.0000640,
219,110,513802,22,209,MD027,6,UuB,816903,D,83.235859215695228,285.760153152254077,84,"Developed, Low Intensity",0.0706129,0.0000298,0.0025008
220,111,513803,23,177,MD027,6,UaF,628165,,124.978431714379170,871.344470737418533,,"Developed, Medium Intensity",0.2153139,0.0000908,
221,111,513803,23,209,MD027,6,UuB,816903,D,128.799168942176664,928.655529150822872,84,"Developed, Medium Intensity",0.2294758,0.0000968,0.0081270
222,112,514002,21,4,MD027,6,GmC,793002,C,309.810594587943740,4477.253013260024090,79,"Developed, Open Space",1.1063533,0.0004665,0.0368498
223,112,514002,21,15,MD027,6,MaC,793433,B,516.134209486071200,5658.267737645836860,69,"Developed, Open Space",1.3981884,0.0005895,0.0406752
224,112,514002,21,83,MD027,6,MaC,793433,B,397.291687173258765,5611.811379818898786,69,"Developed, Open Space",1.3867087,0.0005847,0.0403412
225,112,514002,21,177,MD027,6,UaF,628165,,1488.913704849525857,38213.707602288050111,,"Developed, Open Space",9.4428129,0.0039812,
226,113,514003,22,177,MD027,6,UaF,628165,,120.000000005587935,900.000000083819032,,"Developed, Low Intensity",0.2223948,0.0000938,
227,114,514004,23,177,MD027,6,UaF,628165,,5.118811465301621,1.080734470796925,,"Developed, Medium Intensity",0.0002671,0.0000001,
228,114,514004,23,209,MD027,6,UuB,816903,D,119.155480157085762,898.919265613022162,84,"Developed, Medium Intensity",0.2221278,0.0000937,0.0078668
229,115,514005,24,209,MD027,6,UuB,816903,D,617.088923353087807,5882.997444783462925,,"Developed, High Intensity",1.4537203,0.0006129,
230,116,514191,22,177,MD027,6,UaF,628165,,119.999999985098839,899.999999776482582,,"Developed, Low Intensity",0.2223948,0.0000938,
231,117,514192,21,177,MD027,6,UaF,628165,,708.548026377152837,15452.703844770108844,,"Developed, Open Space",3.8184462,0.0016099,
232,118,514193,22,209,MD027,6,UuB,816903,D,112.521304056405427,576.562499864667188,84,"Developed, Low Intensity",0.1424717,0.0000601,0.0050457
233,119,514194,23,177,MD027,6,UaF,628165,,370.507883463453311,2826.441528266605474,,"Developed, Medium Intensity",0.6984289,0.0002945,
234,119,514194,23,209,MD027,6,UuB,816903,D,466.909054845086871,5648.851441157788940,84,"Developed, Medium Intensity",1.3958616,0.0005885,0.0494352
235,120,514195,22,209,MD027,6,UuB,816903,D,119.999999990686774,899.999999860301614,84,"Developed, Low Intensity",0.2223948,0.0000938,0.0078762
236,121,514360,41,127,MD027,6,MaD,793434,B,366.780976537096535,2739.271023930654792,60,Deciduous Forest,0.6768886,0.0002854,0.0171231
237,121,514360,41,184,MD027,6,GhB,792997,B,88.028259192420848,348.075257152495169,60,Deciduous Forest,0.0860113,0.0000363,0.0021758
238,121,514360,41,196,MD027,6,MaC,793433,B,683.489620273183050,20802.010337393316149,60,Deciduous Forest,5.1402888,0.0021672,0.1300329
239,122,514361,21,5,MD027,6,BaA,792298,D,3180.927918997719189,46395.121442880474206,84,"Developed, Open Space",11.4644842,0.0048336,0.4060208
240,122,514361,21,6,MD027,6,GgC,792996,B,389.599599111121734,4437.860979865763511,69,"Developed, Open Space",1.0966194,0.0004623,0.0319021
