OBJECTID,FID_LandCover_Elicott,Id,gridcode,FID_soils,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,HydroSG,Shape_Length,Shape_Area,CN,Land_Cover,Acres,Percent_Area,compositeCN
1260,521,525550,21,156,MD027,6,LrF,793431,C,437.613200225599144,3539.673505036839742,79,"Developed, Open Space",0.8746724,0.0003688,0.0291331
1261,521,525550,21,177,MD027,6,UaF,628165,,190.917028298754445,373.274778321217298,,"Developed, Open Space",0.0922382,0.0000389,
1262,522,525551,22,101,MD027,6,LoC,793429,C,12.849147608717205,7.519082525734665,79,"Developed, Low Intensity",0.0018580,0.0000008,0.0000619
1263,522,525551,22,109,MD027,6,LeB,793012,C,92.780146078154289,475.019878771274080,79,"Developed, Low Intensity",0.1173800,0.0000495,0.0039096
1264,522,525551,22,156,MD027,6,LrF,793431,C,43.610637498774835,93.803812095139307,79,"Developed, Low Intensity",0.0231794,0.0000098,0.0007720
1265,523,525552,22,1,MD027,6,GmC,793002,C,216.249043600495554,2525.525801506596508,79,"Developed, Low Intensity",0.6240710,0.0002631,0.0207862
1266,523,525552,22,80,MD027,6,LoB,793428,C,156.840968064406070,417.148042069031249,79,"Developed, Low Intensity",0.1030795,0.0000435,0.0034333
1267,523,525552,22,117,MD027,6,MgD,793438,B,87.030525838159548,183.981294095394958,69,"Developed, Low Intensity",0.0454628,0.0000192,0.0013226
1268,523,525552,22,121,MD027,6,GbC,792901,A,565.474192777473945,8958.672978514376155,49,"Developed, Low Intensity",2.2137363,0.0009333,0.0457337
1269,523,525552,22,190,MD027,6,LoC,793429,C,60.943087649582480,110.877976533353362,79,"Developed, Low Intensity",0.0273985,0.0000116,0.0009126
1270,524,525553,22,72,MD027,6,GfC,792987,A,418.767284366132628,9974.368322107555286,49,"Developed, Low Intensity",2.4647200,0.0010392,0.0509188
1271,525,525554,52,72,MD027,6,GfC,792987,A,319.211579624129115,5915.909730849674816,36,Shrub/Scrub,1.4618531,0.0006163,0.0221881
1272,525,525554,52,118,MD027,6,MgD,793438,B,161.153550655035360,1140.344250832576336,60,Shrub/Scrub,0.2817852,0.0001188,0.0071283
1273,526,525745,22,13,MD027,6,MaC,793433,B,111.175030288821901,548.485813802922848,69,"Developed, Low Intensity",0.1355338,0.0000571,0.0039429
1274,526,525745,22,109,MD027,6,LeB,793012,C,167.793775670192986,1565.283717576089884,79,"Developed, Low Intensity",0.3867900,0.0001631,0.0128830
1275,527,525746,21,151,MD027,6,MgF,793439,B,250.707537717027179,2059.757119593252355,69,"Developed, Open Space",0.5089771,0.0002146,0.0148068
1276,527,525746,21,163,MD027,6,GoB,793004,C,357.005406799762909,6442.122548747342989,79,"Developed, Open Space",1.5918832,0.0006712,0.0530216
1277,528,525747,43,78,MD027,6,McD,793437,B,316.049599240856253,4454.609879255543092,60,Mixed Forest,1.1007581,0.0004641,0.0278457
1278,528,525747,43,116,MD027,6,LeC,793014,C,211.078851589900466,2369.723528188983437,73,Mixed Forest,0.5855714,0.0002469,0.0180226
1279,528,525747,43,119,MD027,6,MgD,793438,B,83.513232240002637,364.607755712031178,60,Mixed Forest,0.0900965,0.0000380,0.0022792
1280,528,525747,43,151,MD027,6,MgF,793439,B,241.725301364018861,2857.582456532996730,60,Mixed Forest,0.7061240,0.0002977,0.0178627
1281,528,525747,43,163,MD027,6,GoB,793004,C,67.484104129467568,118.655035998641566,73,Mixed Forest,0.0293203,0.0000124,0.0009024
1282,529,525938,43,100,MD027,6,LoC,793429,C,67.522206982339014,145.105695308120318,73,Mixed Forest,0.0358564,0.0000151,0.0011036
1283,529,525938,43,221,MD027,6,WcB,793659,D,146.883171405409342,1110.851335905309497,79,Mixed Forest,0.2744973,0.0001157,0.0091428
1284,530,525939,22,101,MD027,6,LoC,793429,C,64.228998166823260,83.625462006364344,79,"Developed, Low Intensity",0.0206643,0.0000087,0.0006883
1285,530,525939,22,177,MD027,6,UaF,628165,,104.625458351139088,492.937037864699903,,"Developed, Low Intensity",0.1218074,0.0000514,
1286,531,525940,23,101,MD027,6,LoC,793429,C,112.521304067621202,576.562499970314093,79,"Developed, Medium Intensity",0.1424717,0.0000601,0.0047454
1287,532,525941,41,101,MD027,6,LoC,793429,C,49.236543875749568,57.367229864757824,73,Deciduous Forest,0.0141758,0.0000060,0.0004363
1288,532,525941,41,109,MD027,6,LeB,793012,C,148.565953939377607,1198.589801377309868,73,Deciduous Forest,0.2961780,0.0001249,0.0091157
1289,533,525942,41,1,MD027,6,GmC,793002,C,230.222179938857209,1527.696497562926879,73,Deciduous Forest,0.3775020,0.0001592,0.0116187
1290,533,525942,41,13,MD027,6,MaC,793433,B,258.911340209393813,2561.981028392270673,60,Deciduous Forest,0.6330793,0.0002669,0.0160149
1291,533,525942,41,24,MD027,6,LrD,793430,C,279.423159015697024,2684.760174289476709,73,Deciduous Forest,0.6634187,0.0002797,0.0204186
1292,533,525942,41,101,MD027,6,LoC,793429,C,265.564212713154177,3642.723526145824508,73,Deciduous Forest,0.9001366,0.0003795,0.0277042
1293,534,525943,22,80,MD027,6,LoB,793428,C,154.952263723316065,1229.781674561101681,79,"Developed, Low Intensity",0.3038857,0.0001281,0.0101217
1294,534,525943,22,190,MD027,6,LoC,793429,C,112.818191978337623,570.218325438898319,79,"Developed, Low Intensity",0.1409040,0.0000594,0.0046932
1295,535,526102,41,1,MD027,6,GmC,793002,C,434.835257075210109,6296.489110152133435,73,Deciduous Forest,1.5558964,0.0006560,0.0478870
1296,535,526102,41,24,MD027,6,LrD,793430,C,72.811550685355456,221.193421192376093,73,Deciduous Forest,0.0546581,0.0000230,0.0016823
1297,535,526102,41,80,MD027,6,LoB,793428,C,350.090615935765015,5510.038098699764305,73,Deciduous Forest,1.3615601,0.0005741,0.0419058
1298,535,526102,41,114,MD027,6,LeC,793014,C,243.328637628981198,2762.038860804329943,73,Deciduous Forest,0.6825147,0.0002878,0.0210063
1299,535,526102,41,121,MD027,6,GbC,792901,A,328.555435278434004,3982.861469490997479,36,Deciduous Forest,0.9841865,0.0004149,0.0149381
1300,535,526102,41,190,MD027,6,LoC,793429,C,36.613922997049414,21.437577542036131,73,Deciduous Forest,0.0052973,0.0000022,0.0001630
1301,536,526103,82,1,MD027,6,GmC,793002,C,102.883641240128114,624.641022497757604,74,Cultivated Crops,0.1543522,0.0000651,0.0048157
1302,536,526103,82,114,MD027,6,LeC,793014,C,79.591822695859506,275.358977641940783,74,Cultivated Crops,0.0680427,0.0000287,0.0021229
1303,537,526104,22,77,MD027,6,McD,793437,B,83.413051891176409,400.380948832418994,69,"Developed, Low Intensity",0.0989363,0.0000417,0.0028782
1304,537,526104,22,163,MD027,6,GoB,793004,C,64.778687823433387,175.961824705832896,79,"Developed, Low Intensity",0.0434811,0.0000183,0.0014482
1305,538,526105,21,151,MD027,6,MgF,793439,B,163.376216207110303,1273.872055398216617,69,"Developed, Open Space",0.3147807,0.0001327,0.0091574
1306,538,526105,21,163,MD027,6,GoB,793004,C,136.963063016944545,526.127944657662624,79,"Developed, Open Space",0.1300090,0.0000548,0.0043303
1307,539,526277,21,101,MD027,6,LoC,793429,C,119.999999970197678,899.999999552965164,79,"Developed, Open Space",0.2223948,0.0000938,0.0074074
1308,540,526278,22,101,MD027,6,LoC,793429,C,112.521304046246229,576.562499721476343,79,"Developed, Low Intensity",0.1424717,0.0000601,0.0047454
1309,541,526279,41,80,MD027,6,LoB,793428,C,173.627895219003392,1406.029446460450117,73,Deciduous Forest,0.3474374,0.0001465,0.0106934
1310,541,526279,41,101,MD027,6,LoC,793429,C,121.417312661212279,707.740084379598102,73,Deciduous Forest,0.1748864,0.0000737,0.0053826
1311,542,526280,43,30,MD027,6,LrF,793431,C,67.173688120254852,142.751962987807019,73,Mixed Forest,0.0352748,0.0000149,0.0010857
1312,542,526280,43,77,MD027,6,McD,793437,B,104.338698704481146,631.899133718238545,60,Mixed Forest,0.1561457,0.0000658,0.0039500
1313,542,526280,43,163,MD027,6,GoB,793004,C,57.212597090458914,125.348902986617958,73,Mixed Forest,0.0309744,0.0000131,0.0009533
1314,543,526281,41,30,MD027,6,LrF,793431,C,36.396101744832265,33.741610522600730,73,Deciduous Forest,0.0083377,0.0000035,0.0002566
1315,543,526281,41,77,MD027,6,McD,793437,B,116.846618186669218,866.258389114183501,60,Deciduous Forest,0.2140571,0.0000902,0.0054150
1316,544,526282,21,39,MD027,6,LoB,793428,C,247.704247365321294,2140.511189945361821,79,"Developed, Open Space",0.5289319,0.0002230,0.0176174
1317,544,526282,21,77,MD027,6,McD,793437,B,247.109438963724642,3748.600137258632913,69,"Developed, Open Space",0.9262993,0.0003905,0.0269473
1318,545,526283,21,151,MD027,6,MgF,793439,B,112.521304046246229,576.562499721476343,69,"Developed, Open Space",0.1424717,0.0000601,0.0041447
1319,546,526465,21,101,MD027,6,LoC,793429,C,120.000000018626451,900.000000279396772,79,"Developed, Open Space",0.2223948,0.0000938,0.0074074
1320,547,526466,41,80,MD027,6,LoB,793428,C,100.797955188225146,579.259249417902083,73,Deciduous Forest,0.1431381,0.0000603,0.0044055
1321,547,526466,41,190,MD027,6,LoC,793429,C,41.427650469721854,36.619928699207975,73,Deciduous Forest,0.0090490,0.0000038,0.0002785
1322,548,526467,22,25,MD027,6,LrD,793430,C,48.872573596399477,63.112627688829662,79,"Developed, Low Intensity",0.0155955,0.0000066,0.0005194
1323,548,526467,22,72,MD027,6,GfC,792987,A,119.282043551014851,508.050456775105090,49,"Developed, Low Intensity",0.1255420,0.0000529,0.0025936
1324,548,526467,22,190,MD027,6,LoC,793429,C,143.906613467155324,1228.836915647824071,79,"Developed, Low Intensity",0.3036522,0.0001280,0.0101139
1325,549,526468,21,25,MD027,6,LrD,793430,C,150.537111595797398,1124.862588487788116,79,"Developed, Open Space",0.2779596,0.0001172,0.0092581
1326,549,526468,21,72,MD027,6,GfC,792987,A,79.178064120177794,130.879091206308004,49,"Developed, Open Space",0.0323409,0.0000136,0.0006681
1327,549,526468,21,190,MD027,6,LoC,793429,C,3.340569678626925,0.215351374014423,79,"Developed, Open Space",0.0000532,0.0000000,0.0000018
1328,550,526469,43,30,MD027,6,LrF,793431,C,91.045198862842142,409.327867249608062,73,Mixed Forest,0.1011471,0.0000426,0.0031131
1329,550,526469,43,77,MD027,6,McD,793437,B,10.727537093866445,4.304753029388819,60,Mixed Forest,0.0010637,0.0000004,0.0000269
1330,550,526469,43,163,MD027,6,GoB,793004,C,180.141104801055064,1952.602731235749616,73,Mixed Forest,0.4824986,0.0002034,0.0148502
1331,551,526470,43,30,MD027,6,LrF,793431,C,115.222131441911117,859.431969265832777,73,Mixed Forest,0.2123703,0.0000895,0.0065363
1332,551,526470,43,77,MD027,6,McD,793437,B,34.982644557585374,40.568031097383027,60,Mixed Forest,0.0100246,0.0000042,0.0002536
1333,552,526471,21,39,MD027,6,LoB,793428,C,113.157511533028384,615.879178172226602,79,"Developed, Open Space",0.1521871,0.0000642,0.0050690
1334,553,526472,21,151,MD027,6,MgF,793439,B,83.922148579226587,405.470185288319385,69,"Developed, Open Space",0.1001939,0.0000422,0.0029148
1335,553,526472,21,163,MD027,6,GoB,793004,C,61.319860554394864,171.092314939719614,79,"Developed, Open Space",0.0422778,0.0000178,0.0014082
1336,554,526653,22,41,MD027,6,LoB,793428,C,99.741607187093919,254.116358115532137,79,"Developed, Low Intensity",0.0627935,0.0000265,0.0020915
1337,555,526654,41,80,MD027,6,LoB,793428,C,2.072731664757785,0.197995087792636,73,Deciduous Forest,0.0000489,0.0000000,0.0000015
1338,555,526654,41,101,MD027,6,LoC,793429,C,335.068785713286047,4654.489505829331392,73,Deciduous Forest,1.1501493,0.0004849,0.0353990
1339,556,526655,21,80,MD027,6,LoB,793428,C,354.979154196319257,3295.841459487124212,79,"Developed, Open Space",0.8144202,0.0003434,0.0271263
1340,556,526655,21,101,MD027,6,LoC,793429,C,616.726071784946612,12335.263301210154168,79,"Developed, Open Space",3.0481100,0.0012851,0.1015248
1341,556,526655,21,109,MD027,6,LeB,793012,C,386.678507950136179,3389.693450627336006,79,"Developed, Open Space",0.8376115,0.0003531,0.0278987
1342,556,526655,21,156,MD027,6,LrF,793431,C,182.192978127258300,1219.753545731074610,79,"Developed, Open Space",0.3014077,0.0001271,0.0100391
1343,557,526656,82,1,MD027,6,GmC,793002,C,586.070071674236715,8927.485009817546597,74,Cultivated Crops,2.2060297,0.0009301,0.0688268
1344,557,526656,82,9,MD027,6,Co,792809,C,110.053110606520022,542.652769051509040,74,Cultivated Crops,0.1340924,0.0000565,0.0041836
1345,557,526656,82,13,MD027,6,MaC,793433,B,507.730926553193797,8851.872844658111717,61,Cultivated Crops,2.1873455,0.0009222,0.0562551
1346,557,526656,82,24,MD027,6,LrD,793430,C,416.788077619193075,7560.416969700355367,74,Cultivated Crops,1.8682197,0.0007877,0.0582873
1347,557,526656,82,80,MD027,6,LoB,793428,C,353.137574227007065,6156.037995566156496,74,Cultivated Crops,1.5211902,0.0006414,0.0474602
1348,557,526656,82,114,MD027,6,LeC,793014,C,468.623827285067705,5371.974835636246098,74,Cultivated Crops,1.3274438,0.0005597,0.0414154
1349,557,526656,82,156,MD027,6,LrF,793431,C,276.612182100047846,2792.473276838970833,74,Cultivated Crops,0.6900352,0.0002909,0.0215287
1350,558,526657,41,190,MD027,6,LoC,793429,C,120.000000001862645,900.000000027939677,73,Deciduous Forest,0.2223948,0.0000938,0.0068448
1351,559,526658,22,72,MD027,6,GfC,792987,A,178.415677597857865,1815.110908239883884,49,"Developed, Low Intensity",0.4485237,0.0001891,0.0092661
1352,559,526658,22,110,MD027,6,LeB,793012,C,457.933267263227265,8024.111802820639241,79,"Developed, Low Intensity",1.9828012,0.0008360,0.0660421
1353,559,526658,22,190,MD027,6,LoC,793429,C,254.801292407228829,2149.278265178496895,79,"Developed, Low Intensity",0.5310982,0.0002239,0.0176895
1354,560,526659,21,39,MD027,6,LoB,793428,C,169.759083332714539,1228.835606592617751,79,"Developed, Open Space",0.3036519,0.0001280,0.0101139
1355,561,526660,21,62,MD027,6,LmB,793427,C,115.356662610452361,385.794383445787389,79,"Developed, Open Space",0.0953319,0.0000402,0.0031753
1356,562,526859,22,41,MD027,6,LoB,793428,C,115.023938991025204,634.091613548224473,79,"Developed, Low Intensity",0.1566875,0.0000661,0.0052189
1357,562,526859,22,100,MD027,6,LoC,793429,C,656.605422870034545,13167.075104175595698,79,"Developed, Low Intensity",3.2536552,0.0013718,0.1083710
1358,562,526859,22,177,MD027,6,UaF,628165,,817.000028832367320,9197.612775088344279,,"Developed, Low Intensity",2.2727797,0.0009582,
1359,562,526859,22,207,MD027,6,UuB,816903,D,139.150235830563503,607.091488500261676,84,"Developed, Low Intensity",0.1500156,0.0000632,0.0053129
1360,562,526859,22,221,MD027,6,WcB,793659,D,381.063449992842891,3456.029145276460895,84,"Developed, Low Intensity",0.8540034,0.0003601,0.0302450
1361,563,526860,41,80,MD027,6,LoB,793428,C,223.721540759460851,2417.620027283781383,73,Deciduous Forest,0.5974069,0.0002519,0.0183869
1362,563,526860,41,190,MD027,6,LoC,793429,C,1.584937738097873,0.118028757722272,73,Deciduous Forest,0.0000292,0.0000000,0.0000009
1363,564,526861,41,80,MD027,6,LoB,793428,C,278.733706017818065,3834.429320169771017,73,Deciduous Forest,0.9475081,0.0003995,0.0291622
1364,564,526861,41,190,MD027,6,LoC,793429,C,181.848420207706084,1904.559198663619554,73,Deciduous Forest,0.4706268,0.0001984,0.0144848
1365,565,526862,21,2,MD027,6,GmC,793002,C,588.479211422699905,6443.842409185357610,79,"Developed, Open Space",1.5923082,0.0006713,0.0530357
1366,565,526862,21,72,MD027,6,GfC,792987,A,1734.051628177341172,27423.691885714473756,49,"Developed, Open Space",6.7765417,0.0028571,0.1399970
1367,565,526862,21,76,MD027,6,GfB,792986,A,668.248226041134672,10775.759850613019807,49,"Developed, Open Space",2.6627483,0.0011227,0.0550099
1368,565,526862,21,80,MD027,6,LoB,793428,C,409.540105803813219,3764.515833143643249,79,"Developed, Open Space",0.9302321,0.0003922,0.0309837
1369,565,526862,21,90,MD027,6,MgF,793439,B,197.900489330644405,971.530359171333203,69,"Developed, Open Space",0.2400704,0.0001012,0.0069840
1370,565,526862,21,110,MD027,6,LeB,793012,C,622.021515839740232,9283.697804721841749,79,"Developed, Open Space",2.2940516,0.0009672,0.0764090
1371,565,526862,21,117,MD027,6,MgD,793438,B,447.904978464423152,7507.825484587663595,69,"Developed, Open Space",1.8552241,0.0007822,0.0539709
1372,565,526862,21,118,MD027,6,MgD,793438,B,315.304863238345149,1964.395844364598361,69,"Developed, Open Space",0.4854128,0.0002047,0.0141213
